Strike ID,Date,Loc,Adm_3,Adm_2,Adm_1,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,matched_sort_Adm_1,matched_sort_Adm_1_ufi,matched_sort_Adm_1_adm1,matched_sort_Adm_1_matched_sort_Adm_1,matched_sort_Adm_1_full_name,matched_sort_Adm_1_full_nm_nd,matched_sort_Adm_1_desig_cd,matched_sort_Adm_1_lat_dd,matched_sort_Adm_1_long_dd,matched_sort_Adm_2,matched_sort_Adm_2_ufi,matched_sort_Adm_2_adm1,matched_sort_Adm_2_matched_sort_Adm_2,matched_sort_Adm_2_full_name,matched_sort_Adm_2_full_nm_nd,matched_sort_Adm_2_desig_cd,matched_sort_Adm_2_lat_dd,matched_sort_Adm_2_long_dd,matched_sort_Adm_3,matched_sort_Adm_3_ufi,matched_sort_Adm_3_adm1,matched_sort_Adm_3_matched_sort_Adm_3,matched_sort_Adm_3_full_name,matched_sort_Adm_3_full_nm_nd,matched_sort_Adm_3_desig_cd,matched_sort_Adm_3_lat_dd,matched_sort_Adm_3_long_dd,matched_sort_Loc,matched_sort_Loc_ufi,matched_sort_Loc_adm1,matched_sort_Loc_matched_sort_Loc,matched_sort_Loc_full_name,matched_sort_Loc_full_nm_nd,matched_sort_Loc_desig_cd,matched_sort_Loc_lat_dd,matched_sort_Loc_long_dd
Ob231,12/07/2011,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,1,9,1,1,0,0,3,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob232,20/07/2011,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,4,4,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob233,01/08/2011,Azam Warsak,unclear,South Waziristan,Khyber Pakhtunkhwa,3,6,0,6,0,0,2,7,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,AZAMWARSAK,12284069.0,PK-KP,AZAMWARSAK,Azam Warsak,Azam Warsak,PPL,32.287724,69.41375
Ob234,02/08/2011,Qutab Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,3,4,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,QUTABKHEL,-2756397.0,PK-KP,QUTABKHEL,Qutab Khel,Qutab Khel,PPL,32.965375,70.082695
Ob235,10/08/2011,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,8,25,0,0,0,0,3,8,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob236,16/08/2011,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,2,7,3,4,1,1,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob237,19/08/2011,Shin Warsak,unclear,South Waziristan,Khyber Pakhtunkhwa,3,4,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,SHINWARSAK,-3880821.0,PK-KP,SHINWARSAK,Shin Warsak,Shin Warsak,PPL,32.275128,69.511901
Ob238,22/08/2011,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,3,7,0,4,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob239,11/09/2011,Hisokhel,unclear,North Waziristan,Khyber Pakhtunkhwa,1,5,0,0,0,0,1,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,HEL,-2762133.0,PK-KP,HEL,Hel,Hel,PPL,34.240129,72.548973
Ob240,23/09/2011,Khushali,unclear,North Waziristan,Khyber Pakhtunkhwa,3,8,0,0,0,0,3,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,KHUSHALI,12344144.0,PK-KP,KHUSHALI,Khushali,Khushali,PPL,32.85283,70.243424
Ob241,27/09/2011,Azam Warsak,unclear,South Waziristan,Khyber Pakhtunkhwa,0,4,0,0,0,0,0,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,AZAMWARSAK,12284069.0,PK-KP,AZAMWARSAK,Azam Warsak,Azam Warsak,PPL,32.287724,69.41375
Ob242,30/09/2011,Baghar,unclear,South Waziristan,Khyber Pakhtunkhwa,3,4,0,0,0,0,1,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,BAGHAR,12254134.0,PK-KP,BAGHAR,Baghar,Baghar,PPL,32.504901,69.313181
Ob243,13/10/2011,Danda Darpakhel,unclear,North Waziristan,Khyber Pakhtunkhwa,1,6,0,0,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DANDADARPAKHEL,12269276.0,PK-KP,DANDADARPAKHEL,Danda Darpa Khel,Danda Darpa Khel,PPL,33.02178,70.052929
Ob244,13/10/2011,unclear,Barmal,South Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,BARMAL,-3878881.0,PK-KP,BARMAL,Barmal,Barmal,PPL,32.773268,69.571249,,,,,,,,,
Ob245,14/10/2011,Danda Darpakhel,unclear,North Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DANDADARPAKHEL,12269276.0,PK-KP,DANDADARPAKHEL,Danda Darpa Khel,Danda Darpa Khel,PPL,33.02178,70.052929
Ob246,15/10/2011,Angor Adda,unclear,South Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,3,7,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,GOR,-3872803.0,PK-KP,GOR,Gor,Gor,PPL,34.996917,71.79724
Ob247,26/10/2011,unclear,Barmal,South Waziristan,Khyber Pakhtunkhwa,13,22,0,0,0,0,6,6,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,BARMAL,-3878881.0,PK-KP,BARMAL,Barmal,Barmal,PPL,32.773268,69.571249,,,,,,,,,
Ob248,27/10/2011,Azam Warsak,unclear,South Waziristan,Khyber Pakhtunkhwa,4,6,0,0,0,0,3,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,AZAMWARSAK,12284069.0,PK-KP,AZAMWARSAK,Azam Warsak,Azam Warsak,PPL,32.287724,69.41375
Ob249,27/10/2011,Hisokhel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,6,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,HEL,-2762133.0,PK-KP,HEL,Hel,Hel,PPL,34.240129,72.548973
Ob250,30/10/2011,Khar Khama,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,4,6,4,4,0,0,2,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,KHAR,-3881338.0,PK-KP,KHAR,Khar,Khar,LCTY,34.702324,71.410149
Ob251,31/10/2011,Norak,unclear,North Waziristan,Khyber Pakhtunkhwa,2,4,2,2,2,2,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,AK,13523825.0,PK-KP,AK,Ak,Ak,PPL,35.034764,73.277057
Ob252,03/11/2011,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,2,3,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob253,15/11/2011,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,3,7,0,0,0,0,2,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob254,16/11/2011,Babar Ghar,unclear,South Waziristan,Khyber Pakhtunkhwa,4,22,0,0,0,0,6,12,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,BABAR,-3875867.0,PK-KP,BABAR,Babar,Babar,PPL,33.89999,70.562083
Ob255,17/11/2011,Shawal,Miranshah,North Waziristan,Khyber Pakhtunkhwa,7,9,0,0,0,0,3,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,SHAWAL,6273539.0,PK-KP,SHAWAL,Shawal,Shawal,AREA,32.738056,69.466944
Ob256,10/01/2012,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,1,4,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob257,12/01/2012,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,5,9,0,0,0,0,2,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob258,23/01/2012,Deegan,unclear,North Waziristan,Khyber Pakhtunkhwa,2,5,0,0,0,0,1,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DEGAN,-2759023.0,PK-KP,DEGAN,Degān,Degan,PPL,32.924758,70.699781
Ob259,23/01/2012,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,0,2,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob260,08/02/2012,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,9,10,0,0,0,0,2,12,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob261,09/02/2012,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,3,8,0,3,0,1,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob262,16/02/2012,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,5,6,0,0,0,0,4,7,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob263,16/02/2012,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,8,15,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob264,09/03/2012,Shaktoi Mandao,unclear,South Waziristan,Khyber Pakhtunkhwa,4,15,0,0,0,0,0,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,MANDA,-3875663.0,PK-KP,MANDA,Manda,Manda,PPL,33.703689,70.710929
Ob265,09/03/2012,Nishpa,unclear,South Waziristan,Khyber Pakhtunkhwa,6,6,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,NISHPA,-2770282.0,PK-KP,NISHPA,Nishpa,Nishpa,PPL,33.238218,71.326145
Ob266,13/03/2012,Wagdalai,Barmal,South Waziristan,Khyber Pakhtunkhwa,6,8,0,0,0,0,2,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,BARMAL,-3878881.0,PK-KP,BARMAL,Barmal,Barmal,PPL,32.773268,69.571249,WAGDALAI,9122946.0,PK-KP,WAGDALAI,Wagdalai,Wagdalai,PPL,32.562706,69.439328
Ob267,13/03/2012,unclear,unclear,unclear,unclear,6,7,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ob268,30/03/2012,Sarai,Miranshah,North Waziristan,Khyber Pakhtunkhwa,3,4,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,SARAI,-3875581.0,PK-KP,SARAI,Sarai,Sarai,PPL,34.244428,71.884867
Ob269,29/04/2012,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,1,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob270,05/05/2012,"Guldar Kot, Dre Nishtar area",unclear,North Waziristan,Khyber Pakhtunkhwa,8,10,0,0,0,0,1,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,,,,,,,,,
Ob271,23/05/2012,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,1,5,0,0,0,0,1,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob272,24/05/2012,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,5,12,0,8,0,0,3,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob273,26/05/2012,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,1,4,0,0,0,0,1,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob274,28/05/2012,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,4,10,0,0,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob275,28/05/2012,Degan,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,2,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,DEGAN,-2759023.0,PK-KP,DEGAN,Degān,Degan,PPL,32.924758,70.699781
Ob276,02/06/2012,Khawashi Khel,Wana,South Waziristan,Khyber Pakhtunkhwa,2,4,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,WANA,-2777031.0,PK-KP,WANA,Wana,Wana,PPL,32.298889,69.5725,KHWASHAIKHEL,6188819.0,PK-KP,KHWASHAIKHEL,Khwashai Khel,Khwashai Khel,PPL,32.495986,69.937889
